customer_id,Recency,Frequency,Monetary,Cluster,Segment
C03845,80,21,1219.7,3,New/Occasional
C03846,28,13,803.85,3,New/Occasional
C03847,47,21,6388.84,0,Loyal Mid-Tier
C03848,0,28,5349.42,0,Loyal Mid-Tier
C03849,3,41,1968.67,0,Loyal Mid-Tier
C03850,331,10,1015.27,1,At-Risk
C03851,5,20,1394.15,3,New/Occasional
C03852,54,17,2952.18,3,New/Occasional
C03853,14,15,523.07,3,New/Occasional
C03854,102,40,3041.94,0,Loyal Mid-Tier
C03855,6,22,2281.27,0,Loyal Mid-Tier
C03856,0,30,1684.48,0,Loyal Mid-Tier
C03857,159,12,803.95,1,At-Risk
C03858,53,10,544.84,3,New/Occasional
C03859,8,16,581.94,3,New/Occasional
C03860,60,1,65.6,3,New/Occasional
C03861,128,1,211.29,1,At-Risk
C03862,46,35,3751.38,0,Loyal Mid-Tier
C03863,68,1,148.86,3,New/Occasional
C03864,0,5,785.58,3,New/Occasional
C03865,164,7,2846.72,1,At-Risk
C03866,21,46,7897.73,2,VIP
C03867,101,10,449.45,3,New/Occasional
C03868,27,8,804.49,3,New/Occasional
C03869,19,23,654.49,3,New/Occasional
C03870,33,4,106.72,3,New/Occasional
C03871,6,28,2644.1,0,Loyal Mid-Tier
C03872,68,3,197.21,3,New/Occasional
C03873,7,34,2244.08,0,Loyal Mid-Tier
C03874,17,16,3268.88,3,New/Occasional
C03875,55,29,397.62,0,Loyal Mid-Tier
C03876,10,9,401.74,3,New/Occasional
C03877,15,31,2518.47,0,Loyal Mid-Tier
C03878,158,1,290.56,1,At-Risk
C03879,41,11,738.98,3,New/Occasional
C03880,18,11,981.82,3,New/Occasional
C03881,8,3,50.25,3,New/Occasional
C03882,39,9,519.59,3,New/Occasional
C03883,22,11,951.52,3,New/Occasional
C03884,215,24,2033.62,1,At-Risk
C03885,115,18,2299.93,1,At-Risk
C03886,10,30,16092.07,2,VIP
C03887,184,62,13613.93,2,VIP
C03888,7,2,72.41,3,New/Occasional
C03889,4,4,197.48,3,New/Occasional
C03890,35,14,5020.56,0,Loyal Mid-Tier
C03891,153,5,296.36,1,At-Risk
C03892,24,2,167.58,3,New/Occasional
C03893,4,3,97.05,3,New/Occasional
C03894,57,2,1191.88,3,New/Occasional
C03895,23,35,1831.18,0,Loyal Mid-Tier
C03896,52,4,328.28,3,New/Occasional
C03897,70,58,1532.91,0,Loyal Mid-Tier
C03898,46,14,399.33,3,New/Occasional
C03899,70,1,123.38,3,New/Occasional
C03900,50,8,362.83,3,New/Occasional
C03901,56,19,2525.76,3,New/Occasional
C03902,6,33,1788.62,0,Loyal Mid-Tier
C03903,7,3,714.65,3,New/Occasional
C03904,199,7,740.28,1,At-Risk
C03905,89,25,774.34,3,New/Occasional
C03906,2,36,2601.22,0,Loyal Mid-Tier
C03907,134,1,43.59,1,At-Risk
C03908,50,6,712.27,3,New/Occasional
C03909,264,23,1160.09,1,At-Risk
C03910,73,43,5253.05,0,Loyal Mid-Tier
C03911,48,8,532.17,3,New/Occasional
C03912,69,56,1627.62,0,Loyal Mid-Tier
C03913,24,19,3196.88,0,Loyal Mid-Tier
C03914,21,48,1978.51,0,Loyal Mid-Tier
C03915,19,4,180.95,3,New/Occasional
C03916,46,6,737.31,3,New/Occasional
C03917,99,40,1547.35,0,Loyal Mid-Tier
C03918,35,29,1695.88,0,Loyal Mid-Tier
C03919,221,55,1828.55,1,At-Risk
C03920,73,22,1187.2,3,New/Occasional
C03921,29,46,5224.51,0,Loyal Mid-Tier
C03922,8,12,529.68,3,New/Occasional
C03923,1,3,545.68,3,New/Occasional
C03924,167,1,81.57,1,At-Risk
C03925,36,7,845.22,3,New/Occasional
C03926,35,32,1739.84,0,Loyal Mid-Tier
C03927,15,4,313.28,3,New/Occasional
C03928,31,12,412.61,3,New/Occasional
C03929,77,19,2414.82,3,New/Occasional
C03930,10,30,2196.27,0,Loyal Mid-Tier
C03931,55,15,3072.84,3,New/Occasional
C03932,19,17,2552.33,3,New/Occasional
C03933,73,62,1576.38,0,Loyal Mid-Tier
C03934,21,10,553.26,3,New/Occasional
C03935,19,21,680.95,3,New/Occasional
C03936,3,10,1212.37,3,New/Occasional
C03937,42,30,3826.12,0,Loyal Mid-Tier
C03938,2,14,801.25,3,New/Occasional
C03939,141,9,1240.36,1,At-Risk
C03940,50,20,335.5,3,New/Occasional
C03941,7,33,1490.08,0,Loyal Mid-Tier
C03942,16,11,749.44,3,New/Occasional
C03943,189,24,566.23,1,At-Risk
C03944,102,28,510.82,1,At-Risk
C03945,75,8,112.9,3,New/Occasional
C03946,29,13,664.71,3,New/Occasional
C03947,157,47,4380.6,0,Loyal Mid-Tier
C03948,34,3,138.13,3,New/Occasional
C03949,45,7,498.35,3,New/Occasional
C03950,63,79,1834.84,0,Loyal Mid-Tier
C03951,110,20,4867.1,0,Loyal Mid-Tier
C03952,108,34,2675.66,0,Loyal Mid-Tier
C03953,83,35,3872.79,0,Loyal Mid-Tier
C03954,111,11,1571.66,1,At-Risk
C03955,76,10,406.12,3,New/Occasional
C03956,30,5,509.12,3,New/Occasional
C03957,27,3,157.96,3,New/Occasional
C03958,17,4,892.71,3,New/Occasional
C03959,0,6,380.96,3,New/Occasional
C03960,12,21,2494.29,0,Loyal Mid-Tier
C03961,10,28,2565.77,0,Loyal Mid-Tier
C03962,41,1,85.34,3,New/Occasional
C03963,42,12,554.68,3,New/Occasional
C03964,68,21,410.54,3,New/Occasional
C03965,58,2,116.89,3,New/Occasional
C03966,42,2,161.85,3,New/Occasional
C03967,9,6,2080.51,3,New/Occasional
C03968,4,15,1187.36,3,New/Occasional
C03969,56,42,1125.14,0,Loyal Mid-Tier
C03970,30,24,817.49,3,New/Occasional
C03971,1,27,5042.04,0,Loyal Mid-Tier
C03972,154,18,2332.74,1,At-Risk
C03973,39,3,278.53,3,New/Occasional
C03974,7,20,890.1,3,New/Occasional
C03975,37,12,2376.87,3,New/Occasional
C03976,10,36,1498.01,0,Loyal Mid-Tier
C03977,103,24,754.3,1,At-Risk
C03978,5,20,756.04,3,New/Occasional
C03979,170,18,931.97,1,At-Risk
C03980,26,45,1518.96,0,Loyal Mid-Tier
C03981,41,9,263.16,3,New/Occasional
C03982,107,77,5757.69,0,Loyal Mid-Tier
C03983,121,7,534.81,1,At-Risk
C03984,32,17,371.38,3,New/Occasional
C03985,158,21,1632.55,1,At-Risk
C03986,16,4,259.37,3,New/Occasional
C03987,120,23,2556.8,1,At-Risk
C03988,33,5,591.29,3,New/Occasional
C03989,54,13,1397.96,3,New/Occasional
C03990,46,15,877.78,3,New/Occasional
C03991,51,6,803.63,3,New/Occasional
C03992,105,10,926.76,1,At-Risk
C03993,7,3,544.86,3,New/Occasional
C03994,52,22,3314.56,0,Loyal Mid-Tier
C03995,50,3,120.19,3,New/Occasional
C03996,8,42,2416.12,0,Loyal Mid-Tier
C03997,6,25,1877.76,0,Loyal Mid-Tier
C03998,59,13,1602.75,3,New/Occasional
C03999,93,68,10646.11,2,VIP
C04000,18,20,1227.21,3,New/Occasional
C04001,81,40,1195.12,0,Loyal Mid-Tier
C04002,93,6,495.42,3,New/Occasional
C04003,14,6,341.29,3,New/Occasional
C04004,2,19,2168.66,3,New/Occasional
C04005,9,20,1137.46,3,New/Occasional
C04006,14,1,62.95,3,New/Occasional
C04007,20,7,115.13,3,New/Occasional
C04008,35,39,2452.67,0,Loyal Mid-Tier
C04009,48,9,739.94,3,New/Occasional
C04010,1,20,214.07,3,New/Occasional
C04011,4,54,3340.1,0,Loyal Mid-Tier
C04012,12,15,775.0,3,New/Occasional
C04013,29,1,58.15,3,New/Occasional
C04014,15,4,218.36,3,New/Occasional
C04015,15,1,70.74,3,New/Occasional
C04016,85,26,1583.35,0,Loyal Mid-Tier
C04017,35,17,4601.57,0,Loyal Mid-Tier
C04018,98,13,912.79,3,New/Occasional
C04019,28,25,1972.67,0,Loyal Mid-Tier
C04020,32,8,549.11,3,New/Occasional
C04021,18,10,473.45,3,New/Occasional
C04022,100,4,193.81,3,New/Occasional
C04023,57,42,1619.87,0,Loyal Mid-Tier
C04024,37,11,3672.68,3,New/Occasional
C04025,69,1,42.25,3,New/Occasional
C04026,35,18,3931.29,0,Loyal Mid-Tier
C04027,1,1,104.03,3,New/Occasional
C04028,49,16,1619.67,3,New/Occasional
C04029,14,20,1396.2,3,New/Occasional
C04030,118,1,27.64,1,At-Risk
C04031,53,10,1322.46,3,New/Occasional
C04032,90,19,775.06,3,New/Occasional
C04033,81,1,26.23,3,New/Occasional
C04034,9,7,381.29,3,New/Occasional
C04035,38,10,299.17,3,New/Occasional
C04036,194,5,213.93,1,At-Risk
C04037,75,17,2839.64,3,New/Occasional
C04038,101,25,1058.13,1,At-Risk
C04039,35,40,10424.42,2,VIP
C04040,297,18,1601.18,1,At-Risk
C04041,74,6,217.3,3,New/Occasional
C04042,44,2,187.29,3,New/Occasional
C04043,78,15,480.82,3,New/Occasional
C04044,43,17,1295.56,3,New/Occasional
C04045,72,36,2892.7,0,Loyal Mid-Tier
C04046,94,20,4100.1,0,Loyal Mid-Tier
C04047,45,4,273.85,3,New/Occasional
C04048,144,18,1560.08,1,At-Risk
C04049,3,48,5807.92,0,Loyal Mid-Tier
C04050,11,32,2005.75,0,Loyal Mid-Tier
C04051,49,14,1035.1,3,New/Occasional
C04052,51,23,3127.0,0,Loyal Mid-Tier
C04053,72,7,489.07,3,New/Occasional
C04054,17,2,756.65,3,New/Occasional
C04055,69,5,1075.52,3,New/Occasional
C04056,55,32,1571.5,0,Loyal Mid-Tier
C04057,59,2,146.11,3,New/Occasional
C04058,20,23,892.55,3,New/Occasional
C04059,33,12,162.52,3,New/Occasional
C04060,61,10,1983.83,3,New/Occasional
C04061,7,8,210.91,3,New/Occasional
C04062,163,11,492.96,1,At-Risk
C04063,29,36,1094.52,0,Loyal Mid-Tier
C04064,46,8,278.09,3,New/Occasional
C04065,13,5,237.11,3,New/Occasional
C04066,30,44,6530.71,0,Loyal Mid-Tier
C04067,122,5,553.61,1,At-Risk
C04068,26,3,1160.89,3,New/Occasional
C04069,31,15,1831.37,3,New/Occasional
C04070,32,2,347.51,3,New/Occasional
C04071,149,30,2774.62,1,At-Risk
C04072,20,3,101.42,3,New/Occasional
C04073,78,36,1519.75,0,Loyal Mid-Tier
C04074,108,8,369.65,1,At-Risk
C04075,15,25,423.99,3,New/Occasional
C04076,53,14,652.78,3,New/Occasional
C04077,58,2,224.34,3,New/Occasional
C04078,109,1,57.13,1,At-Risk
C04079,10,1,97.24,3,New/Occasional
C04080,37,18,927.52,3,New/Occasional
C04081,204,2,182.83,1,At-Risk
C04082,73,47,11418.43,2,VIP
C04083,152,2,108.25,1,At-Risk
C04084,7,5,482.64,3,New/Occasional
C04085,67,23,1083.41,3,New/Occasional
C04086,159,23,1417.15,1,At-Risk
C04087,85,7,410.67,3,New/Occasional
C04088,19,37,938.4,0,Loyal Mid-Tier
C04089,24,10,879.62,3,New/Occasional
C04090,122,12,3404.51,1,At-Risk
C04091,10,10,1311.71,3,New/Occasional
C04092,120,2,162.74,1,At-Risk
C04093,86,10,1394.58,3,New/Occasional
C04094,187,11,1154.59,1,At-Risk
C04095,59,12,1498.59,3,New/Occasional
C04096,36,50,2175.21,0,Loyal Mid-Tier
C04097,85,34,3846.66,0,Loyal Mid-Tier
C04098,0,1,50.99,3,New/Occasional
C04099,2,33,1695.22,0,Loyal Mid-Tier
C04100,102,1,282.14,3,New/Occasional
C04101,29,15,512.65,3,New/Occasional
C04102,16,8,408.62,3,New/Occasional
C04103,26,6,566.06,3,New/Occasional
C04104,24,3,165.05,3,New/Occasional
C04105,35,18,747.2,3,New/Occasional
C04106,11,6,2673.73,3,New/Occasional
C04107,101,13,630.44,1,At-Risk
C04108,21,21,4107.96,0,Loyal Mid-Tier
C04109,5,5,1553.81,3,New/Occasional
C04110,21,4,834.32,3,New/Occasional
C04111,4,43,3297.58,0,Loyal Mid-Tier
C04112,159,10,1866.16,1,At-Risk
C04113,2,14,1556.21,3,New/Occasional
C04114,108,50,5289.02,0,Loyal Mid-Tier
C04115,65,12,1631.92,3,New/Occasional
C04116,135,23,1454.81,1,At-Risk
C04117,68,21,1124.68,3,New/Occasional
C04118,60,22,2240.81,0,Loyal Mid-Tier
C04119,67,28,1825.15,0,Loyal Mid-Tier
C04120,30,9,1423.29,3,New/Occasional
C04121,50,41,2643.77,0,Loyal Mid-Tier
C04122,194,12,674.21,1,At-Risk
C04123,317,8,691.05,1,At-Risk
C04124,110,19,5093.92,0,Loyal Mid-Tier
C04125,2,9,1698.95,3,New/Occasional
C04126,67,7,264.12,3,New/Occasional
C04127,50,64,4333.31,0,Loyal Mid-Tier
C04128,10,60,2036.85,0,Loyal Mid-Tier
C04129,34,10,648.93,3,New/Occasional
C04130,180,51,7623.46,2,VIP
C04131,60,20,1577.61,3,New/Occasional
C04132,207,22,4040.91,1,At-Risk
C04133,9,18,801.17,3,New/Occasional
C04134,26,23,405.95,3,New/Occasional
C04135,126,17,1088.61,1,At-Risk
C04136,32,33,3731.14,0,Loyal Mid-Tier
C04137,76,1,69.05,3,New/Occasional
C04138,199,29,6979.46,1,At-Risk
C04139,5,5,513.37,3,New/Occasional
C04140,44,7,1031.03,3,New/Occasional
C04141,18,3,403.63,3,New/Occasional
C04142,5,56,3206.1,0,Loyal Mid-Tier
C04143,11,46,3318.6,0,Loyal Mid-Tier
C04144,20,32,2009.2,0,Loyal Mid-Tier
C04145,16,3,383.89,3,New/Occasional
C04146,33,34,1500.52,0,Loyal Mid-Tier
C04147,74,3,342.5,3,New/Occasional
C04148,16,13,841.69,3,New/Occasional
C04149,49,9,678.69,3,New/Occasional
C04150,30,6,485.94,3,New/Occasional
C04151,13,13,1922.45,3,New/Occasional
C04152,134,20,968.05,1,At-Risk
C04153,18,54,4732.75,0,Loyal Mid-Tier
C04154,1,24,5054.67,0,Loyal Mid-Tier
C04155,52,39,6209.32,0,Loyal Mid-Tier
C04156,19,6,751.35,3,New/Occasional
C04157,93,9,373.35,3,New/Occasional
C04158,25,36,3818.78,0,Loyal Mid-Tier
C04159,118,4,83.46,1,At-Risk
C04160,177,8,590.4,1,At-Risk
C04161,164,73,9837.21,2,VIP
C04162,11,30,6404.47,0,Loyal Mid-Tier
C04163,115,12,673.41,1,At-Risk
C04164,67,12,1074.65,3,New/Occasional
C04165,90,1,44.69,3,New/Occasional
C04166,90,2,101.06,3,New/Occasional
C04167,61,6,1320.06,3,New/Occasional
C04168,26,1,66.9,3,New/Occasional
C04169,31,6,943.5,3,New/Occasional
C04170,148,4,910.74,1,At-Risk
C04171,27,10,1198.7,3,New/Occasional
C04172,15,3,375.43,3,New/Occasional
C04173,22,3,188.09,3,New/Occasional
C04174,12,6,795.04,3,New/Occasional
C04175,77,2,103.17,3,New/Occasional
C04176,66,47,2014.35,0,Loyal Mid-Tier
C04177,14,14,376.69,3,New/Occasional
C04178,82,6,166.0,3,New/Occasional
C04179,32,1,17.94,3,New/Occasional
C04180,26,17,3918.2,0,Loyal Mid-Tier
C04181,9,11,553.61,3,New/Occasional
C04182,186,11,1044.69,1,At-Risk
C04183,54,4,75.48,3,New/Occasional
C04184,34,9,645.04,3,New/Occasional
C04185,40,10,627.67,3,New/Occasional
C04186,90,41,3630.93,0,Loyal Mid-Tier
C04187,0,1,109.74,3,New/Occasional
C04188,12,7,473.97,3,New/Occasional
C04189,120,33,3742.96,0,Loyal Mid-Tier
C04190,4,5,346.39,3,New/Occasional
C04191,104,2,59.71,3,New/Occasional
C04192,85,4,255.89,3,New/Occasional
C04193,9,19,930.53,3,New/Occasional
C04194,1,53,3114.34,0,Loyal Mid-Tier
C04195,15,1,164.35,3,New/Occasional
C04196,100,3,375.84,3,New/Occasional
C04197,92,16,871.63,3,New/Occasional
C04198,24,66,1316.36,0,Loyal Mid-Tier
C04199,110,21,1918.3,1,At-Risk
C04200,150,11,904.23,1,At-Risk
C04201,90,11,950.37,3,New/Occasional
C04202,61,9,168.7,3,New/Occasional
C04203,130,52,2402.15,0,Loyal Mid-Tier
C04204,6,7,379.39,3,New/Occasional
C04205,116,39,3864.18,0,Loyal Mid-Tier
C04206,8,9,581.31,3,New/Occasional
C04207,8,6,595.68,3,New/Occasional
C04208,34,14,753.97,3,New/Occasional
C04209,33,39,3282.88,0,Loyal Mid-Tier
C04210,158,5,316.16,1,At-Risk
C04211,33,3,95.45,3,New/Occasional
C04212,59,4,100.74,3,New/Occasional
C04213,135,13,855.13,1,At-Risk
C04214,38,18,89.99,3,New/Occasional
C04215,10,8,148.64,3,New/Occasional
C04216,23,21,1350.76,3,New/Occasional
C04217,17,2,87.9,3,New/Occasional
C04218,37,5,201.53,3,New/Occasional
C04219,74,12,963.66,3,New/Occasional
C04220,51,4,1007.04,3,New/Occasional
C04221,96,17,842.88,3,New/Occasional
C04222,140,14,428.56,1,At-Risk
C04223,47,2,238.26,3,New/Occasional
C04224,24,21,1044.51,3,New/Occasional
C04225,3,12,757.48,3,New/Occasional
C04226,139,14,506.66,1,At-Risk
C04227,44,24,5325.73,0,Loyal Mid-Tier
C04228,110,5,2175.22,1,At-Risk
C04229,19,24,633.93,3,New/Occasional
C04230,75,46,1586.14,0,Loyal Mid-Tier
C04231,246,5,299.13,1,At-Risk
C04232,61,14,141.35,3,New/Occasional
C04233,3,5,173.37,3,New/Occasional
C04234,23,2,108.66,3,New/Occasional
C04235,90,7,826.5,3,New/Occasional
C04236,14,25,460.32,3,New/Occasional
C04237,63,16,608.69,3,New/Occasional
C04238,81,28,2362.98,0,Loyal Mid-Tier
C04239,1,5,660.67,3,New/Occasional
C04240,1,35,2576.24,0,Loyal Mid-Tier
C04241,59,21,1420.17,3,New/Occasional
C04242,10,13,855.29,3,New/Occasional
C04243,34,48,4824.49,0,Loyal Mid-Tier
C04244,22,22,3106.85,0,Loyal Mid-Tier
C04245,18,31,800.69,0,Loyal Mid-Tier
C04246,0,20,429.38,3,New/Occasional
C04247,121,7,446.94,1,At-Risk
C04248,77,19,2663.09,3,New/Occasional
C04249,94,22,624.44,3,New/Occasional
C04250,46,3,100.33,3,New/Occasional
C04251,11,24,12740.31,2,VIP
C04252,3,4,115.36,3,New/Occasional
C04253,17,2,152.94,3,New/Occasional
C04254,43,15,1801.21,3,New/Occasional
C04255,49,2,49.77,3,New/Occasional
C04256,23,38,849.6,0,Loyal Mid-Tier
C04257,135,11,2881.04,1,At-Risk
C04258,27,5,306.99,3,New/Occasional
C04259,31,27,1111.32,0,Loyal Mid-Tier
C04260,4,12,1038.42,3,New/Occasional
C04261,51,3,346.03,3,New/Occasional
C04262,17,38,1003.46,0,Loyal Mid-Tier
C04263,24,43,2180.05,0,Loyal Mid-Tier
C04264,18,7,430.84,3,New/Occasional
C04265,54,18,468.21,3,New/Occasional
C04266,222,1,260.74,1,At-Risk
C04267,28,53,1139.7,0,Loyal Mid-Tier
C04268,68,1,130.11,3,New/Occasional
C04269,10,3,213.82,3,New/Occasional
C04270,5,11,341.85,3,New/Occasional
C04271,111,58,3841.86,0,Loyal Mid-Tier
C04272,6,5,146.9,3,New/Occasional
C04273,64,5,319.39,3,New/Occasional
C04274,111,11,281.18,1,At-Risk
C04275,13,31,2541.86,0,Loyal Mid-Tier
C04276,3,5,102.97,3,New/Occasional
C04277,35,9,411.92,3,New/Occasional
C04278,5,28,3974.18,0,Loyal Mid-Tier
C04279,99,1,105.77,3,New/Occasional
C04280,1,15,366.8,3,New/Occasional
C04281,43,4,648.41,3,New/Occasional
C04282,14,7,494.86,3,New/Occasional
C04283,7,19,1594.62,3,New/Occasional
C04284,20,36,2845.27,0,Loyal Mid-Tier
C04285,24,11,191.81,3,New/Occasional
C04286,39,1,80.51,3,New/Occasional
C04287,53,2,52.65,3,New/Occasional
C04288,220,2,30.06,1,At-Risk
C04289,36,17,1372.97,3,New/Occasional
C04290,23,26,1289.14,0,Loyal Mid-Tier
C04291,5,1,122.6,3,New/Occasional
C04292,139,40,1694.51,0,Loyal Mid-Tier
C04293,68,2,99.09,3,New/Occasional
C04294,36,1,82.51,3,New/Occasional
C04295,121,23,1308.07,1,At-Risk
C04296,97,10,1662.18,3,New/Occasional
C04297,8,5,334.42,3,New/Occasional
C04298,97,13,2920.49,1,At-Risk
C04299,44,2,131.78,3,New/Occasional
C04300,26,17,2444.11,3,New/Occasional
C04301,31,3,168.93,3,New/Occasional
C04302,38,30,2350.71,0,Loyal Mid-Tier
C04303,75,6,1835.32,3,New/Occasional
C04304,67,16,1317.52,3,New/Occasional
C04305,16,8,345.27,3,New/Occasional
C04306,7,1,53.07,3,New/Occasional
C04307,0,8,468.14,3,New/Occasional
C04308,65,15,4080.52,0,Loyal Mid-Tier
C04309,51,2,23.9,3,New/Occasional
C04310,10,24,258.51,3,New/Occasional
C04311,10,6,1072.34,3,New/Occasional
C04312,20,4,75.53,3,New/Occasional
C04313,1,1,57.19,3,New/Occasional
C04314,16,1,29.06,3,New/Occasional
C04315,133,5,450.2,1,At-Risk
C04316,10,28,2020.5,0,Loyal Mid-Tier
C04317,82,12,3066.15,3,New/Occasional
C04318,29,14,2578.04,3,New/Occasional
C04319,100,12,1180.36,1,At-Risk
C04320,49,6,424.87,3,New/Occasional
C04321,155,11,505.43,1,At-Risk
C04322,65,2,77.99,3,New/Occasional
C04323,97,52,3595.18,0,Loyal Mid-Tier
C04324,188,27,1503.95,1,At-Risk
C04325,9,37,1005.31,0,Loyal Mid-Tier
C04326,31,26,3589.81,0,Loyal Mid-Tier
C04327,66,7,215.5,3,New/Occasional
C04328,62,17,785.17,3,New/Occasional
C04329,134,25,1246.8,1,At-Risk
C04330,46,9,1261.12,3,New/Occasional
C04331,7,2,483.28,3,New/Occasional
C04332,33,9,1420.71,3,New/Occasional
C04333,2,14,557.14,3,New/Occasional
C04334,36,9,204.26,3,New/Occasional
C04335,93,3,273.02,3,New/Occasional
C04336,15,2,120.97,3,New/Occasional
C04337,15,23,2702.77,0,Loyal Mid-Tier
C04338,31,29,6896.82,0,Loyal Mid-Tier
C04339,160,19,2670.44,1,At-Risk
C04340,4,6,331.5,3,New/Occasional
C04341,15,24,1994.83,0,Loyal Mid-Tier
C04342,23,11,3119.18,3,New/Occasional
C04343,7,3,679.51,3,New/Occasional
C04344,3,4,396.29,3,New/Occasional
C04345,58,6,510.03,3,New/Occasional
C04346,108,1,43.06,1,At-Risk
C04347,63,21,1981.42,3,New/Occasional
C04348,37,56,9856.99,2,VIP
C04349,32,5,191.0,3,New/Occasional
C04350,35,3,219.89,3,New/Occasional
C04351,246,4,185.9,1,At-Risk
C04352,60,8,1549.45,3,New/Occasional
C04353,126,16,636.36,1,At-Risk
C04354,20,32,5440.07,0,Loyal Mid-Tier
C04355,20,38,3048.91,0,Loyal Mid-Tier
C04356,77,25,1080.13,0,Loyal Mid-Tier
C04357,136,4,211.57,1,At-Risk
C04358,28,18,2392.1,3,New/Occasional
C04359,30,4,377.21,3,New/Occasional
C04360,33,46,6412.91,0,Loyal Mid-Tier
C04361,31,17,3313.87,3,New/Occasional
C04362,100,12,380.46,3,New/Occasional
C04363,26,14,3139.34,3,New/Occasional
C04364,170,13,3645.69,1,At-Risk
C04365,35,10,175.84,3,New/Occasional
C04366,14,16,543.61,3,New/Occasional
C04367,10,35,2691.96,0,Loyal Mid-Tier
C04368,41,16,1009.6,3,New/Occasional
C04369,141,5,128.21,1,At-Risk
C04370,174,13,2932.69,1,At-Risk
C04371,3,3,174.75,3,New/Occasional
C04372,64,3,87.82,3,New/Occasional
C04373,27,10,447.38,3,New/Occasional
C04374,28,10,377.23,3,New/Occasional
C04375,41,12,633.82,3,New/Occasional
C04376,262,1,162.88,1,At-Risk
C04377,30,14,1528.31,3,New/Occasional
C04378,16,6,50.89,3,New/Occasional
C04379,28,10,676.1,3,New/Occasional
C04380,3,6,67.81,3,New/Occasional
C04381,158,2,218.03,1,At-Risk
C04382,45,13,1693.64,3,New/Occasional
C04383,7,1,106.83,3,New/Occasional
C04384,126,8,589.97,1,At-Risk
C04385,10,8,320.27,3,New/Occasional
C04386,96,2,603.65,3,New/Occasional
C04387,211,51,4577.68,0,Loyal Mid-Tier
C04388,52,17,1382.73,3,New/Occasional
C04389,88,22,128.88,3,New/Occasional
C04390,49,8,897.97,3,New/Occasional
C04391,6,17,606.19,3,New/Occasional
C04392,14,9,1066.72,3,New/Occasional
C04393,87,27,671.97,0,Loyal Mid-Tier
C04394,128,34,3241.73,0,Loyal Mid-Tier
C04395,272,37,1270.59,1,At-Risk
C04396,154,15,417.06,1,At-Risk
C04397,141,5,224.31,1,At-Risk
C04398,43,64,9436.41,2,VIP
C04399,22,5,676.87,3,New/Occasional
C04400,75,5,397.25,3,New/Occasional
C04401,38,31,1706.15,0,Loyal Mid-Tier
C04402,5,47,1162.05,0,Loyal Mid-Tier
C04403,79,23,3603.84,0,Loyal Mid-Tier
C04404,48,9,861.49,3,New/Occasional
C04405,74,10,390.14,3,New/Occasional
C04406,10,30,3423.66,0,Loyal Mid-Tier
C04407,76,12,7078.83,0,Loyal Mid-Tier
C04408,48,5,267.75,3,New/Occasional
C04409,52,3,211.57,3,New/Occasional
C04410,9,43,6391.11,0,Loyal Mid-Tier
C04411,5,37,10392.95,2,VIP
C04412,49,3,122.69,3,New/Occasional
C04413,43,8,428.33,3,New/Occasional
C04414,124,8,250.68,1,At-Risk
C04415,45,21,1573.17,3,New/Occasional
C04416,35,1,377.32,3,New/Occasional
C04417,28,4,414.9,3,New/Occasional
C04418,29,18,3254.43,0,Loyal Mid-Tier
C04419,11,8,461.93,3,New/Occasional
C04420,54,26,1657.41,0,Loyal Mid-Tier
C04421,12,2,169.62,3,New/Occasional
C04422,84,3,366.98,3,New/Occasional
C04423,0,13,2863.41,3,New/Occasional
C04424,23,71,3337.71,0,Loyal Mid-Tier
C04425,125,2,323.04,1,At-Risk
C04426,2,19,2090.24,3,New/Occasional
C04427,41,5,398.21,3,New/Occasional
C04428,43,40,935.64,0,Loyal Mid-Tier
C04429,126,8,287.52,1,At-Risk
C04430,86,5,1145.17,3,New/Occasional
C04431,9,2,183.7,3,New/Occasional
C04432,26,67,61282.48,2,VIP
C04433,26,30,840.23,0,Loyal Mid-Tier
C04434,88,20,998.37,3,New/Occasional
C04435,51,17,153.93,3,New/Occasional
C04436,122,3,575.77,1,At-Risk
C04437,124,11,917.15,1,At-Risk
C04438,181,33,1001.09,1,At-Risk
C04439,75,13,547.25,3,New/Occasional
C04440,29,3,1426.44,3,New/Occasional
C04441,82,28,1848.48,0,Loyal Mid-Tier
C04442,11,38,7175.41,0,Loyal Mid-Tier
C04443,44,17,4122.83,0,Loyal Mid-Tier
C04444,88,8,560.24,3,New/Occasional
C04445,28,11,2960.55,3,New/Occasional
C04446,106,9,8470.38,2,VIP
C04447,96,17,1157.8,3,New/Occasional
C04448,29,10,254.63,3,New/Occasional
C04449,122,39,3584.69,0,Loyal Mid-Tier
C04450,12,7,251.53,3,New/Occasional
C04451,128,20,5149.32,1,At-Risk
C04452,231,11,923.78,1,At-Risk
C04453,121,11,884.25,1,At-Risk
C04454,238,28,3836.0,1,At-Risk
C04455,141,1,60.41,1,At-Risk
C04456,1,21,854.42,3,New/Occasional
C04457,99,11,553.74,3,New/Occasional
C04458,5,8,978.04,3,New/Occasional
C04459,27,47,3155.29,0,Loyal Mid-Tier
C04460,23,4,350.93,3,New/Occasional
C04461,251,15,547.08,1,At-Risk
C04462,120,29,1235.03,1,At-Risk
C04463,132,37,2117.1,0,Loyal Mid-Tier
C04464,5,20,1006.06,3,New/Occasional
C04465,70,2,68.3,3,New/Occasional
C04466,18,10,512.92,3,New/Occasional
C04467,56,32,1210.75,0,Loyal Mid-Tier
C04468,67,23,2383.8,0,Loyal Mid-Tier
